Name, Happiness Before, Start Time, Happiness After, Shots Taken, Shots Scored, End Time
Grainne, Sad, 2024-03-04 11:21, Happy, 176, 137, 2024-03-04 11:56
Niall, Sad, 2024-02-28 13:53, Sad, 64, 63, 2024-02-28 14:08
Nuala, Sad, 2024-02-28 10:48, Sad, 4, 4, 2024-02-28 11:18
Harper, Happy, 2024-03-04 09:32, Happy, 33, 14, 2024-03-04 09:39
Ava, Sad, 2024-02-27 20:13, Happy, 181, 85, 2024-02-27 20:42
Grace, OK, 2024-02-27 03:24, OK, 74, 37, 2024-02-27 03:48
Rory, OK, 2024-02-27 03:45, Happy, 46, 16, 2024-02-27 03:59
Sebastian, OK, 2024-02-27 12:44, Sad, 48, 23, 2024-02-27 12:56
Grace, Happy, 2024-02-29 10:59, Sad, 11, 10, 2024-02-29 11:08
Michael, OK, 2024-03-02 16:15, Happy, 135, 96, 2024-03-02 16:29
Daniel, Happy, 2024-02-27 09:49, Happy, 194, 46, 2024-02-27 09:54
Nuala, OK, 2024-03-03 03:14, OK, 61, 55, 2024-03-03 03:33
Muireann, Sad, 2024-02-29 16:21, OK, 156, 64, 2024-02-29 16:46
Seanan, Sad, 2024-03-04 17:00, Happy, 88, 48, 2024-03-04 17:20
Oisin, OK, 2024-02-28 12:34, Happy, 158, 66, 2024-02-28 12:43
Lorcan, Sad, 2024-03-02 12:15, Happy, 187, 125, 2024-03-02 12:31
Ethan, Sad, 2024-02-27 12:43, Happy, 22, 14, 2024-02-27 13:02
Mia, Sad, 2024-03-04 01:53, Sad, 126, 42, 2024-03-04 02:15
Tadhg, Sad, 2024-03-04 06:49, Sad, 186, 123, 2024-03-04 06:54
Seanan, OK, 2024-03-03 20:18, Happy, 184, 166, 2024-03-03 20:55
Ella, Sad, 2024-02-29 00:25, Happy, 159, 133, 2024-02-29 00:51
Sean, Sad, 2024-03-03 00:04, Happy, 51, 25, 2024-03-03 00:42
Logan, OK, 2024-03-03 16:05, Happy, 194, 49, 2024-03-03 16:24
Olivia, OK, 2024-03-03 21:55, OK, 187, 165, 2024-03-03 22:12
Donal, Sad, 2024-02-29 05:28, Happy, 93, 75, 2024-02-29 05:41
Harper, Sad, 2024-02-29 04:53, Sad, 91, 33, 2024-02-29 05:00
Dara, OK, 2024-03-01 13:29, Happy, 73, 18, 2024-03-01 13:35
Ciaran, OK, 2024-02-27 04:25, Happy, 85, 48, 2024-02-27 05:05
Clare, Sad, 2024-03-01 12:47, OK, 14, 10, 2024-03-01 13:03
Eoin, Sad, 2024-02-28 23:58, Happy, 88, 55, 2024-02-29 00:26
Caleb, Happy, 2024-03-02 07:45, Happy, 38, 9, 2024-03-02 08:03
Cian, OK, 2024-02-28 21:29, OK, 40, 32, 2024-02-28 21:39
Ciar, OK, 2024-02-29 20:17, OK, 170, 54, 2024-02-29 20:48
Darragh, Sad, 2024-03-04 19:01, OK, 167, 121, 2024-03-04 19:13
Fiona, OK, 2024-03-03 20:48, OK, 138, 97, 2024-03-03 21:27
Isabella, Sad, 2024-02-28 14:19, Happy, 143, 129, 2024-02-28 14:28
Fionn, OK, 2024-03-01 16:34, Happy, 73, 23, 2024-03-01 16:48
Sorcha, Sad, 2024-03-03 21:56, OK, 49, 20, 2024-03-03 22:12
Cian, Happy, 2024-03-01 17:32, Happy, 90, 89, 2024-03-01 18:05
Grainne, Sad, 2024-02-29 10:55, Happy, 88, 52, 2024-02-29 11:18
Logan, Happy, 2024-03-03 09:31, Happy, 13, 8, 2024-03-03 09:43
Clare, Sad, 2024-03-01 17:53, OK, 11, 11, 2024-03-01 18:28
Isabella, Sad, 2024-03-04 17:16, OK, 122, 51, 2024-03-04 17:43
Grace, OK, 2024-03-01 18:46, Sad, 196, 73, 2024-03-01 19:07
Ethan, OK, 2024-03-03 13:55, OK, 67, 40, 2024-03-03 14:08
David, Sad, 2024-03-03 10:04, Sad, 89, 64, 2024-03-03 10:25
Eoghan, OK, 2024-03-02 04:48, OK, 163, 106, 2024-03-02 05:04
Odhran, Sad, 2024-02-29 22:46, Happy, 187, 179, 2024-02-29 23:26
Aoibhe, Sad, 2024-03-01 11:34, Sad, 143, 35, 2024-03-01 11:56
Darragh, Sad, 2024-03-01 08:47, Happy, 142, 28, 2024-03-01 09:00
Donal, Sad, 2024-03-02 13:45, OK, 135, 65, 2024-03-02 14:11
Zoe, Sad, 2024-02-29 00:13, Sad, 94, 26, 2024-02-29 00:49
Wyatt, Happy, 2024-02-29 20:15, Happy, 179, 42, 2024-02-29 20:51
Evelyn, Sad, 2024-03-01 00:07, OK, 161, 136, 2024-03-01 00:19
Ella, Sad, 2024-03-03 18:02, OK, 16, 16, 2024-03-03 18:15
Maeve, Sad, 2024-03-04 12:56, OK, 80, 55, 2024-03-04 13:15
Seanan, OK, 2024-03-03 19:43, OK, 40, 14, 2024-03-03 19:59
Siobhan, OK, 2024-03-04 15:55, Happy, 40, 35, 2024-03-04 16:35
Caleb, OK, 2024-02-29 00:29, Happy, 161, 115, 2024-02-29 00:42
Grace, Sad, 2024-03-01 01:03, Happy, 134, 96, 2024-03-01 01:20
Roisin, Sad, 2024-03-04 05:24, OK, 44, 34, 2024-03-04 05:59
Lucas, Sad, 2024-03-03 05:33, OK, 43, 9, 2024-03-03 05:50
Harper, OK, 2024-03-04 10:23, Sad, 114, 103, 2024-03-04 10:29
Tadhg, OK, 2024-03-03 20:31, OK, 73, 62, 2024-03-03 20:36
Aoibheann, Happy, 2024-03-03 14:02, OK, 180, 173, 2024-03-03 14:32
Elijah, Sad, 2024-03-03 18:59, OK, 165, 90, 2024-03-03 19:19
Clodagh, Sad, 2024-02-28 15:02, OK, 15, 6, 2024-02-28 15:37
Mairin, Sad, 2024-03-01 22:42, Happy, 68, 20, 2024-03-01 22:54
Aoife, Happy, 2024-03-01 14:54, Happy, 63, 63, 2024-03-01 15:06
Caleb, Happy, 2024-03-03 07:53, OK, 163, 77, 2024-03-03 08:03
Ciara, OK, 2024-02-29 01:37, Happy, 150, 76, 2024-02-29 02:09
Siobhan, OK, 2024-03-01 05:16, OK, 129, 57, 2024-03-01 05:49
Darragh, Sad, 2024-03-03 09:41, Happy, 154, 130, 2024-03-03 10:22
Orla, Happy, 2024-02-26 22:33, Happy, 157, 147, 2024-02-26 23:06
Odhran, OK, 2024-03-03 19:12, Happy, 44, 32, 2024-03-03 19:31
Daniel, OK, 2024-03-04 15:41, Happy, 19, 15, 2024-03-04 15:55
Lillian, Happy, 2024-03-03 22:33, OK, 113, 93, 2024-03-03 22:44
Fiona, Happy, 2024-03-01 23:25, Happy, 164, 41, 2024-03-01 23:44
Deirdre, OK, 2024-02-29 09:21, OK, 103, 47, 2024-02-29 09:37
Noah, Sad, 2024-02-27 00:34, Happy, 38, 25, 2024-02-27 00:43
Grace, OK, 2024-03-03 11:08, OK, 81, 30, 2024-03-03 11:13
Brigid, OK, 2024-02-28 06:34, OK, 31, 31, 2024-02-28 07:04
Peadar, OK, 2024-02-28 00:48, OK, 92, 61, 2024-02-28 01:14
Odhran, Happy, 2024-02-29 09:21, OK, 132, 40, 2024-02-29 10:01
Aiden, Happy, 2024-03-01 00:32, OK, 154, 58, 2024-03-01 01:11
Cian, Sad, 2024-03-03 20:13, OK, 139, 136, 2024-03-03 20:34
Liam, Sad, 2024-03-02 10:14, Happy, 19, 18, 2024-03-02 10:27
Donal, Sad, 2024-03-02 16:54, Happy, 22, 21, 2024-03-02 17:13
Aisling, OK, 2024-03-03 10:18, Sad, 106, 94, 2024-03-03 10:52
Mia, Happy, 2024-03-03 12:43, Happy, 193, 162, 2024-03-03 13:13
Fionn, Sad, 2024-03-04 03:56, Sad, 168, 157, 2024-03-04 04:22
Diarmuid, Happy, 2024-03-04 08:19, Sad, 18, 6, 2024-03-04 08:25
Colm, Sad, 2024-03-01 15:40, Happy, 45, 16, 2024-03-01 16:07
Aoibhinn, Sad, 2024-03-04 04:59, OK, 63, 32, 2024-03-04 05:25
Daniel, OK, 2024-03-01 21:53, Happy, 63, 16, 2024-03-01 21:59
Liam, Sad, 2024-02-29 15:04, Happy, 83, 17, 2024-02-29 15:36
Carter, OK, 2024-02-28 02:22, Sad, 150, 41, 2024-02-28 02:59
Layla, Sad, 2024-03-02 00:29, Happy, 120, 119, 2024-03-02 00:42
Amelia, Happy, 2024-03-01 14:44, OK, 11, 11, 2024-03-01 14:59
Tomas, Sad, 2024-03-04 03:51, Happy, 29, 25, 2024-03-04 04:00
Siobhan, Sad, 2024-03-03 13:16, Happy, 191, 102, 2024-03-03 13:29
Grace, Happy, 2024-02-27 07:35, OK, 64, 27, 2024-02-27 08:06
Jackson, OK, 2024-03-01 03:34, OK, 98, 98, 2024-03-01 03:49
Lorcan, OK, 2024-02-26 20:23, OK, 22, 13, 2024-02-26 20:53
Cathal, Sad, 2024-03-04 13:44, OK, 122, 84, 2024-03-04 14:01
Clare, OK, 2024-02-29 09:00, OK, 21, 15, 2024-02-29 09:32
Avery, OK, 2024-03-02 02:13, OK, 134, 109, 2024-03-02 02:47
Peadar, Sad, 2024-03-03 04:46, Happy, 31, 21, 2024-03-03 04:51
Orlaith, Happy, 2024-03-04 11:23, Happy, 34, 9, 2024-03-04 11:51
Oliver, Sad, 2024-02-29 20:37, OK, 80, 41, 2024-02-29 20:46
Mason, Sad, 2024-02-28 00:50, OK, 3, 1, 2024-02-28 01:24
Padraig, OK, 2024-02-28 04:01, Happy, 159, 99, 2024-02-28 04:23
Niamh, Sad, 2024-03-01 07:38, OK, 133, 51, 2024-03-01 08:10
Ciaran, Sad, 2024-02-28 22:35, Happy, 128, 89, 2024-02-28 22:47
Jackson, Sad, 2024-02-27 19:58, Happy, 93, 21, 2024-02-27 20:33
Henry, Sad, 2024-03-01 14:47, OK, 52, 19, 2024-03-01 15:22
Maeve, Sad, 2024-03-03 21:32, OK, 139, 101, 2024-03-03 22:06
Darragh, OK, 2024-03-02 08:59, Happy, 66, 47, 2024-03-02 09:08
Ava, Sad, 2024-03-04 19:36, OK, 74, 27, 2024-03-04 19:59
Mairead, Sad, 2024-02-29 13:32, OK, 5, 5, 2024-02-29 14:03
Brendan, Sad, 2024-03-03 11:43, Happy, 61, 18, 2024-03-03 11:48
Victoria, Sad, 2024-02-29 07:29, OK, 173, 144, 2024-02-29 07:56
Jackson, Happy, 2024-03-01 04:14, Sad, 186, 151, 2024-03-01 04:21
Niamh, OK, 2024-03-02 04:44, OK, 81, 77, 2024-03-02 05:19
Padraig, OK, 2024-02-28 01:22, OK, 154, 33, 2024-02-28 01:26
Sorcha, Happy, 2024-02-29 17:13, OK, 50, 35, 2024-02-29 17:42
Grace, Sad, 2024-02-29 16:30, OK, 167, 90, 2024-02-29 16:55
Aoibhe, OK, 2024-02-27 15:06, OK, 36, 10, 2024-02-27 15:39
Cian, OK, 2024-02-28 18:45, Happy, 115, 93, 2024-02-28 18:51
Chloe, Sad, 2024-02-29 20:48, Happy, 169, 156, 2024-02-29 21:13
Tadhg, Sad, 2024-03-01 23:13, OK, 1, 1, 2024-03-01 23:26
Madison, OK, 2024-02-27 19:37, OK, 39, 10, 2024-02-27 19:58
Padraig, Sad, 2024-02-26 23:16, Happy, 183, 46, 2024-02-26 23:28
Maura, Sad, 2024-03-03 01:58, OK, 149, 55, 2024-03-03 02:26
Clodagh, Sad, 2024-03-02 18:06, Happy, 126, 67, 2024-03-02 18:45
Zoe, Happy, 2024-02-27 14:52, OK, 146, 90, 2024-02-27 15:31
Elijah, Sad, 2024-03-01 04:55, Happy, 58, 25, 2024-03-01 05:07
Noah, Sad, 2024-03-01 08:23, Happy, 145, 113, 2024-03-01 09:01
Eoghan, Sad, 2024-03-01 02:08, Happy, 113, 112, 2024-03-01 02:47
Ronan, Happy, 2024-03-04 15:52, Happy, 144, 135, 2024-03-04 16:13
Wyatt, OK, 2024-02-29 17:37, Happy, 155, 134, 2024-02-29 18:04
Sofia, Sad, 2024-03-02 17:51, Sad, 188, 87, 2024-03-02 18:12
Fiona, Sad, 2024-03-03 09:26, Happy, 192, 78, 2024-03-03 09:54
Benjamin, Happy, 2024-02-28 01:50, OK, 180, 127, 2024-02-28 02:20
Aria, Sad, 2024-02-27 13:58, Happy, 88, 49, 2024-02-27 14:31
Grainne, Sad, 2024-02-27 07:20, Sad, 9, 9, 2024-02-27 07:31
Cormac, Happy, 2024-02-29 17:18, Sad, 118, 118, 2024-02-29 17:24
Michael, OK, 2024-03-04 19:58, OK, 59, 46, 2024-03-04 20:38
Blathnaid, Sad, 2024-02-29 16:24, OK, 25, 25, 2024-02-29 16:37
Orlaith, Sad, 2024-02-29 12:39, Happy, 27, 17, 2024-02-29 13:15
Penelope, Sad, 2024-02-27 19:38, Happy, 104, 88, 2024-02-27 19:45
Clare, Sad, 2024-02-29 19:17, OK, 52, 52, 2024-02-29 19:29
Emily, Sad, 2024-03-01 10:25, Sad, 80, 20, 2024-03-01 10:47
Mairin, Sad, 2024-02-28 10:54, Happy, 132, 121, 2024-02-28 11:24
Penelope, Sad, 2024-03-01 19:49, OK, 191, 68, 2024-03-01 20:06
Ava, Happy, 2024-03-02 19:05, Happy, 33, 17, 2024-03-02 19:19
Ciaran, OK, 2024-03-02 15:05, Happy, 57, 37, 2024-03-02 15:37
Daniel, OK, 2024-02-28 10:32, Happy, 63, 38, 2024-02-28 10:59
Aoife, Sad, 2024-03-02 03:09, Happy, 76, 44, 2024-03-02 03:49
Emily, Sad, 2024-03-04 15:29, Happy, 156, 117, 2024-03-04 15:49
Orla, OK, 2024-03-03 12:38, Happy, 8, 8, 2024-03-03 13:10
Sebastian, OK, 2024-03-02 05:18, Happy, 193, 77, 2024-03-02 05:49
Elijah, Sad, 2024-02-29 11:48, OK, 155, 129, 2024-02-29 12:01
Matthew, Sad, 2024-03-03 21:03, OK, 57, 48, 2024-03-03 21:08
Mila, OK, 2024-03-01 22:25, Happy, 39, 27, 2024-03-01 22:47
Aoibhe, OK, 2024-02-27 16:21, Happy, 185, 147, 2024-02-27 16:57
Sorcha, Sad, 2024-03-01 00:18, Happy, 111, 45, 2024-03-01 00:54
Tomas, OK, 2024-03-04 08:09, Happy, 40, 32, 2024-03-04 08:36
Siobhan, Sad, 2024-03-04 00:27, OK, 7, 6, 2024-03-04 00:50
David, OK, 2024-03-03 06:18, OK, 143, 102, 2024-03-03 06:54
Mairead, OK, 2024-02-26 22:39, Happy, 124, 101, 2024-02-26 22:56
Oliver, OK, 2024-03-04 09:06, Happy, 50, 39, 2024-03-04 09:19
Fiona, Sad, 2024-03-02 23:20, Happy, 186, 86, 2024-03-02 23:37
Siobhan, Sad, 2024-03-02 04:05, Happy, 106, 48, 2024-03-02 04:28
Padraig, OK, 2024-02-28 09:57, OK, 59, 44, 2024-02-28 10:36
Cillian, Sad, 2024-03-03 17:06, Sad, 67, 67, 2024-03-03 17:31
Rory, Sad, 2024-02-28 19:00, OK, 153, 122, 2024-02-28 19:27
Maeve, OK, 2024-02-28 13:44, Sad, 46, 43, 2024-02-28 14:09
Tadhg, OK, 2024-03-01 14:37, Happy, 156, 130, 2024-03-01 14:47
Evelyn, Sad, 2024-02-29 00:00, Sad, 152, 86, 2024-02-29 00:17
Harper, OK, 2024-02-27 04:04, Happy, 139, 138, 2024-02-27 04:08
Cormac, OK, 2024-03-02 04:39, OK, 5, 5, 2024-03-02 04:53
Saoirse, OK, 2024-02-26 21:54, Happy, 72, 25, 2024-02-26 22:20
Conor, Sad, 2024-03-03 00:52, Happy, 153, 84, 2024-03-03 01:27
Liam, OK, 2024-03-02 08:00, Sad, 172, 163, 2024-03-02 08:29
Sean, OK, 2024-02-28 17:29, OK, 91, 70, 2024-02-28 17:39
Donal, Sad, 2024-02-27 09:52, Happy, 75, 34, 2024-02-27 09:57
Siofra, OK, 2024-03-01 15:54, Happy, 43, 43, 2024-03-01 16:19
Ruairi, Sad, 2024-03-03 16:06, Happy, 106, 52, 2024-03-03 16:45
Cillian, Sad, 2024-02-28 01:42, OK, 194, 190, 2024-02-28 02:01
Evelyn, Sad, 2024-02-28 15:18, Happy, 54, 45, 2024-02-28 15:36
Tadhg, Happy, 2024-02-28 16:55, OK, 3, 3, 2024-02-28 17:12
Conor, OK, 2024-03-02 19:31, OK, 160, 84, 2024-03-02 20:11
Siofra, Sad, 2024-03-02 07:59, Sad, 173, 118, 2024-03-02 08:22
Ronan, Sad, 2024-02-27 16:29, Sad, 124, 118, 2024-02-27 16:41
Matthew, OK, 2024-03-04 13:29, Happy, 64, 47, 2024-03-04 13:56
Sorcha, OK, 2024-02-28 19:22, Sad, 132, 52, 2024-02-28 19:46
Eimear, OK, 2024-03-01 01:44, OK, 98, 77, 2024-03-01 02:01
Eli, Sad, 2024-02-26 20:54, Sad, 44, 26, 2024-02-26 21:19
Daire, OK, 2024-03-01 11:52, OK, 136, 77, 2024-03-01 12:03
Seanan, OK, 2024-02-29 06:01, OK, 31, 16, 2024-02-29 06:18
Fergus, OK, 2024-03-02 02:41, Happy, 117, 47, 2024-03-02 02:50
Lorcan, Happy, 2024-03-04 07:39, OK, 110, 54, 2024-03-04 07:52
Mairead, Sad, 2024-03-03 09:50, Happy, 56, 31, 2024-03-03 10:03
Aisling, Sad, 2024-03-01 23:55, Happy, 189, 56, 2024-03-02 00:21
Caoilfhionn, Happy, 2024-03-02 04:40, Sad, 135, 66, 2024-03-02 05:12
Sinead, Sad, 2024-03-03 17:23, Happy, 133, 111, 2024-03-03 17:32
Lucas, OK, 2024-02-29 20:18, Happy, 3, 3, 2024-02-29 20:21
Lucas, Sad, 2024-02-28 13:58, Sad, 160, 37, 2024-02-28 14:31
